salary,tenureMonths,engagementScore,performanceScore,absenteeismDays,overtimeHours,lastPromotionMonths,trainingHours,attrition
68095.84,10,2.92,3.57,6,3.2,10,50.7,0
64037.49,22,3.47,3.87,6,13.2,11,30.7,0
40212.8,24,3.18,4.06,5,6.7,17,28.1,1
55681.25,11,4.56,1.81,5,7.5,11,44.2,0
25063.65,36,3.28,3.17,5,0.9,36,21.7,0
64304.87,18,3.89,3.44,3,1.6,13,29.5,0
106036.97,13,3.56,3.29,3,3.6,13,17.3,0
33201.39,26,3.76,3.25,8,0.1,16,53.8,0
47364.53,73,2.58,4.24,5,10.2,0,31.0,0
68298.47,52,3.36,2.29,4,7.5,28,36.9,0
98828.08,40,3.15,3.3,2,0.3,19,16.3,0
50046.62,22,2.63,3.35,4,9.5,14,43.6,1
45392.4,11,3.94,3.42,10,0.0,11,25.5,0
27239.7,14,1.59,2.82,1,0.6,14,34.3,1
62403.41,50,4.28,5.0,5,0.3,18,30.2,0
135514.02,18,1.42,4.19,2,3.3,16,62.1,0
66899.27,34,3.08,5.0,3,7.7,11,16.3,0
59342.94,41,3.95,3.95,4,1.0,29,75.8,0
68106.84,9,2.25,4.03,4,7.4,9,25.4,0
59609.08,31,3.54,3.5,8,1.0,17,11.9,0
43251.81,39,3.45,4.59,3,23.3,17,33.0,0
83225.74,84,3.46,3.9,2,9.6,12,31.6,0
65532.7,34,2.92,3.37,5,6.7,0,15.9,0
60297.46,49,2.83,4.79,4,4.5,28,119.0,0
40532.26,22,1.94,2.59,5,1.4,22,59.2,0
100851.37,56,3.12,2.99,6,0.6,5,62.3,0
78110.6,12,3.93,5.0,4,3.1,2,60.5,0
47994.02,42,2.84,3.97,6,2.6,24,25.7,0
89386.95,35,2.88,1.66,6,5.6,22,103.0,0
49068.46,62,4.47,4.21,1,0.9,7,44.4,0
43791.66,41,3.07,2.78,2,4.1,14,34.8,0
44184.03,27,3.48,3.1,2,5.9,16,21.3,0
29483.1,56,3.63,5.0,3,1.8,15,33.5,0
72302.71,40,3.07,4.66,5,7.6,15,28.8,0
28783.05,15,3.75,4.9,7,2.8,15,41.6,0
36629.99,28,3.99,3.07,1,0.9,26,23.4,0
26101.94,14,3.92,3.3,3,1.1,11,58.8,0
57847.88,39,4.01,3.65,3,1.6,35,27.0,0
56380.12,41,1.53,4.11,5,0.9,21,31.9,0
52539.55,77,2.26,3.26,7,4.1,46,26.0,1
39457.09,28,2.79,4.81,7,14.9,22,36.5,1
37462.9,25,2.56,3.84,5,11.3,9,46.8,1
72095.57,10,2.62,4.54,6,2.0,10,88.9,0
48039.52,28,3.91,2.95,6,10.0,15,27.5,0
67951.08,26,3.29,3.21,3,15.4,26,28.3,1
42019.98,33,3.09,3.67,6,1.7,4,32.6,0
64371.42,25,3.02,3.18,5,11.8,10,17.6,0
100842.1,25,2.88,4.23,5,29.8,8,10.2,1
75694.92,33,3.01,4.25,5,8.0,27,19.6,0
50768.66,29,4.31,3.33,5,2.5,22,13.1,0
66361.98,25,1.79,3.96,4,4.7,11,25.1,0
54379.03,25,4.22,4.93,11,2.3,8,30.3,0
60063.17,90,5.0,4.23,4,27.6,12,14.0,1
52562.36,24,4.21,3.96,8,0.4,17,29.6,0
56064.94,27,2.41,4.41,4,11.2,27,36.2,0
65175.4,8,2.81,4.68,5,0.4,8,48.1,0
40241.6,56,4.03,4.56,5,0.2,14,25.1,0
39880.73,4,3.0,3.45,6,14.1,4,20.1,1
34357.75,16,2.8,4.13,2,10.1,16,17.6,1
31567.76,43,3.12,3.29,6,2.2,31,31.1,0
36793.88,8,2.3,3.46,9,15.8,5,40.7,1
63817.65,20,3.1,3.84,8,9.9,12,32.8,0
41893.46,30,2.24,2.49,5,11.6,26,27.5,0
73529.78,29,3.78,3.76,9,4.5,19,90.8,1
60711.32,19,2.52,3.02,6,15.9,7,39.0,1
27244.26,49,3.24,2.67,3,8.3,9,23.7,0
77807.28,51,2.84,4.06,8,14.1,22,30.2,0
82811.27,44,3.51,3.32,3,1.7,4,12.1,0
40233.49,23,3.86,3.65,3,3.8,22,45.7,0
70832.74,34,3.43,3.33,6,10.1,21,25.3,0
42506.01,21,2.64,3.07,6,4.3,1,28.9,0
62259.61,107,2.75,3.58,3,8.1,7,42.7,0
36105.51,38,5.0,2.55,3,18.1,14,43.4,0
29224.35,23,3.96,3.43,7,8.2,23,50.3,0
51373.26,96,3.04,4.89,4,1.9,13,8.4,0
56983.01,25,2.74,2.66,4,0.6,5,24.8,0
51068.75,37,2.05,4.5,7,1.6,19,17.7,0
37286.54,50,4.1,4.96,4,5.4,3,41.4,0
51023.44,22,2.63,2.95,8,0.1,9,42.9,1
66683.84,21,4.04,3.73,4,1.1,12,24.9,0
58808.57,55,3.86,2.59,6,2.0,19,53.8,0
64408.47,50,4.28,2.49,2,10.4,5,33.6,0
45796.09,50,3.81,3.62,6,0.3,11,72.5,0
95672.59,41,3.03,3.79,6,0.3,8,9.2,0
37403.92,90,3.21,3.1,4,4.0,7,32.3,0
72767.46,32,3.22,2.71,7,1.0,12,30.3,0
96062.71,18,2.99,2.95,2,1.4,14,19.0,0
72574.09,13,1.9,4.12,6,1.0,9,45.7,0
55215.02,24,1.48,4.13,6,4.4,24,53.1,1
48469.07,1,3.81,3.95,8,0.3,1,7.6,0
90620.44,67,3.06,3.23,3,14.1,46,54.6,0
33887.79,40,3.97,2.75,4,0.7,9,76.1,0
40617.34,18,2.9,4.42,4,15.1,18,38.5,0
51071.24,57,3.2,4.65,5,7.5,1,16.3,0
98229.47,13,3.94,3.13,2,8.8,5,51.1,0
69696.62,16,4.44,3.39,0,0.9,16,16.1,0
40651.12,33,2.95,2.47,3,5.5,20,61.7,0
52885.1,72,2.4,3.87,5,8.5,10,13.3,1
46829.6,40,4.17,4.95,5,4.1,26,60.7,0
45075.06,2,2.97,4.16,10,4.0,2,11.8,0
88570.65,16,2.81,5.0,7,0.9,16,28.0,0
34589.41,18,2.88,3.23,5,2.7,18,47.9,0
113949.69,36,2.63,2.58,3,0.8,22,54.0,0
83390.68,11,3.82,4.55,8,18.0,11,52.4,1
92627.81,12,2.13,3.62,1,5.8,12,79.3,0
49752.91,26,3.28,2.87,10,0.2,7,51.0,1
56388.68,46,3.4,4.81,1,3.2,32,16.1,0
33750.12,48,2.72,3.08,4,5.1,3,17.2,0
48539.59,33,4.47,2.72,6,0.5,21,37.7,0
72945.07,52,3.92,3.92,5,5.5,10,23.8,0
100551.49,112,2.84,2.59,7,1.0,15,50.5,0
38450.9,78,3.12,4.22,8,2.6,17,32.0,0
51730.23,22,3.92,2.69,3,4.9,22,46.8,0
56358.05,11,3.26,3.68,5,2.3,5,24.0,0
34258.31,24,4.32,3.72,8,2.4,18,55.8,0
75852.03,16,3.65,3.69,7,9.3,16,30.9,0
44819.74,41,3.4,2.6,9,1.8,11,46.4,0
55372.8,13,3.4,3.36,2,5.3,8,39.3,0
49972.11,30,5.0,4.46,8,9.5,30,34.6,0
43663.36,16,2.39,3.36,3,0.8,0,20.7,0
59705.65,25,2.32,2.69,4,0.2,14,16.2,1
54926.77,31,3.01,3.19,2,8.7,23,76.4,1
51598.96,45,4.32,2.62,7,4.0,12,41.6,0
44739.65,31,1.23,1.97,2,8.8,31,24.0,1
68037.2,21,1.68,3.38,4,1.2,21,20.7,1
116011.77,50,2.88,3.57,4,8.9,30,25.6,0
63319.9,32,4.9,3.99,4,0.5,3,33.0,0
89183.14,22,3.22,3.83,6,10.7,22,50.4,0
34334.68,46,2.27,3.93,8,8.6,33,11.6,1
63774.24,36,3.86,3.47,1,4.2,10,13.6,0
38601.74,43,4.53,4.99,2,4.7,23,25.8,1
33164.33,60,2.69,2.91,2,2.1,13,31.7,1
44544.83,14,3.56,3.28,1,1.1,11,34.7,1
96448.04,107,3.33,4.66,4,3.0,10,64.8,0
87553.59,41,3.66,3.23,8,5.4,10,25.9,0
65986.26,14,2.83,3.42,2,32.4,1,5.9,0
32432.61,65,3.7,3.78,2,8.5,9,29.2,0
55353.09,19,3.87,4.32,5,2.8,19,59.5,0
67553.83,79,3.77,3.6,3,6.8,16,44.0,0
64229.28,15,1.9,2.88,4,0.6,15,19.8,1
28637.79,30,2.05,3.21,6,2.7,13,6.3,0
41934.87,50,2.65,3.88,7,2.8,28,55.6,1
58359.0,46,3.41,3.29,7,33.7,46,65.8,1
74199.77,38,3.65,3.17,2,2.5,13,13.0,0
24873.27,56,2.36,2.85,7,0.4,18,41.1,1
56114.55,23,3.46,4.34,2,0.3,23,50.6,0
63400.02,58,3.96,3.41,3,6.0,29,5.4,0
84106.98,20,3.73,3.42,4,1.7,12,46.8,0
78995.25,74,2.83,3.98,1,10.2,37,46.0,0
75586.16,21,2.91,2.55,3,3.3,8,64.1,0
43478.59,12,2.16,3.53,9,2.0,12,25.3,0
27911.64,47,4.59,4.55,0,7.1,31,16.3,0
51163.36,35,3.58,3.46,2,2.7,3,45.8,0
89380.05,39,1.91,3.65,6,6.7,7,53.4,1
104545.93,25,4.18,3.64,3,6.3,14,27.2,0
79556.25,42,3.73,4.24,5,6.4,22,48.5,0
71092.44,70,4.16,3.64,6,9.7,42,42.1,0
69693.05,38,2.75,5.0,2,9.4,7,97.0,1
47932.67,10,2.86,3.66,6,5.5,10,56.8,1
56838.88,31,2.55,3.19,7,15.7,28,20.5,1
116731.05,41,4.89,4.56,8,0.1,10,36.6,0
41067.68,77,2.8,3.35,5,13.3,0,41.3,0
114223.41,48,2.44,3.08,5,0.8,9,32.0,1
52637.75,18,2.68,2.67,8,1.2,10,45.1,1
101739.7,30,2.94,3.84,8,8.5,12,52.4,0
34107.55,50,4.44,3.18,8,2.6,8,60.9,0
75687.0,43,3.42,2.96,5,2.8,12,31.0,1
44591.21,44,4.19,3.1,5,1.5,14,36.2,0
33992.43,12,3.43,3.25,5,1.3,12,24.5,0
65343.52,46,3.06,4.08,5,0.6,37,29.9,1
89660.78,36,2.37,3.84,5,1.1,4,110.9,1
42702.96,48,4.48,3.4,7,4.2,35,18.0,0
32872.56,35,3.99,3.89,6,6.1,14,58.4,1
57714.41,29,4.07,3.43,2,6.7,17,34.4,0
57816.29,59,3.94,3.64,2,2.3,18,28.4,0
74557.64,41,2.63,3.03,2,12.8,3,29.7,0
87538.84,14,3.41,3.04,4,2.0,10,5.8,0
58467.94,34,4.07,3.61,4,0.6,9,29.4,0
125768.89,26,3.96,3.61,5,14.5,26,17.1,0
65492.7,23,3.33,4.21,11,3.9,10,21.7,1
52126.53,42,4.78,3.85,5,17.8,18,46.2,0
31425.44,35,3.63,3.16,6,2.5,30,39.9,0
53902.72,42,4.26,2.6,3,7.1,11,54.4,0
52336.29,54,3.36,4.12,4,0.6,35,35.8,0
87914.67,30,2.9,3.73,7,9.6,2,40.2,0
72041.2,53,3.98,4.18,7,0.9,5,36.1,0
37356.13,21,3.79,3.82,4,0.4,9,30.0,0
64145.02,60,3.48,4.76,6,0.5,7,60.6,0
78324.24,22,2.52,3.35,5,4.1,22,59.9,0
110327.95,15,4.01,3.53,4,1.7,3,54.8,0
85391.48,39,2.57,4.05,1,16.2,22,31.3,0
81173.06,31,3.82,4.1,6,9.6,7,32.1,0
61330.61,33,2.32,3.73,4,8.1,1,53.6,1
69935.23,14,2.52,2.39,4,8.3,4,49.4,1
98696.22,14,3.43,2.26,6,11.1,11,15.2,0
35132.75,25,3.66,3.23,3,10.0,23,67.9,0
52063.75,47,3.37,3.52,2,13.2,5,42.0,0
43957.23,26,2.78,2.19,4,13.6,12,22.0,1
69679.49,15,4.09,3.48,8,1.8,15,25.0,0
97937.9,61,3.31,3.96,7,1.2,8,57.5,0
47155.71,14,3.35,3.46,7,5.2,8,44.9,0
23014.47,34,3.07,3.71,3,0.7,3,75.3,0
50772.58,47,2.62,3.91,0,1.2,2,74.5,1
86283.14,24,4.1,2.38,5,7.4,8,67.9,0
74239.52,47,2.69,3.96,6,5.2,34,34.7,0
71059.62,73,4.56,2.99,5,5.3,19,56.7,0
53530.28,46,2.54,3.33,7,15.0,12,97.4,1
35896.24,30,3.46,3.04,6,5.5,10,26.8,0
73579.21,33,3.26,4.25,6,2.8,3,41.2,0
42885.42,6,3.11,2.68,9,1.6,6,14.4,0
143435.21,22,3.75,4.47,7,2.1,22,44.1,0
75222.29,6,3.83,5.0,7,1.6,6,5.7,0
47464.66,17,3.63,2.41,2,0.2,16,9.4,1
46884.66,32,2.35,3.09,6,1.5,11,73.1,1
57689.03,38,2.26,3.93,7,9.0,13,13.2,1
54404.34,43,2.21,2.8,4,6.5,13,51.1,1
93595.12,86,3.0,3.31,10,4.9,37,37.3,0
64509.42,11,4.89,3.62,7,11.6,11,33.1,0
44682.95,17,3.16,3.0,4,1.5,17,32.2,0
127538.85,37,4.88,3.56,9,4.3,20,26.1,0
61066.78,50,3.17,4.16,9,0.2,8,41.6,1
81433.0,20,3.33,3.45,3,11.1,6,23.6,1
46943.94,35,3.68,2.77,4,3.0,35,23.7,0
69233.92,38,2.97,4.32,7,1.0,11,32.0,0
67808.58,77,3.38,4.47,5,1.4,9,20.0,0
28117.3,12,1.84,3.76,7,9.4,12,5.1,1
134069.02,42,2.49,2.81,7,0.6,1,51.1,0
100333.79,51,1.85,2.89,2,13.0,7,65.4,0
51078.65,44,3.78,1.84,3,2.3,4,45.9,0
38526.13,64,2.11,3.09,2,1.4,15,14.1,1
68804.51,15,4.33,4.25,4,2.0,5,3.1,0
61986.95,5,3.48,3.02,1,2.6,5,20.4,0
69028.01,62,3.97,2.83,3,4.0,3,33.8,0
64642.73,25,2.68,4.22,4,4.4,25,9.0,1
73313.23,30,2.3,4.31,3,3.0,30,55.1,0
106822.33,33,2.92,3.12,8,3.0,28,14.5,0
75149.99,34,4.05,3.86,2,1.7,34,49.7,0
39345.54,54,4.89,2.89,6,2.4,8,21.3,0
103262.04,41,3.61,3.26,7,3.1,25,30.1,0
115409.95,12,2.15,2.23,5,4.6,7,41.8,0
211255.31,30,2.42,3.75,3,0.7,5,21.6,0
38200.44,38,2.01,3.43,9,7.2,32,34.5,1
65983.03,43,3.1,3.03,8,5.7,16,76.1,0
26034.05,29,2.98,3.44,6,1.8,29,28.7,1
74701.81,22,3.09,3.35,3,3.1,19,29.7,0
48084.73,56,2.34,2.92,0,14.7,22,28.6,1
129233.78,24,2.26,3.78,10,0.1,22,36.5,1
43921.27,46,3.28,3.29,4,8.3,7,45.7,1
30464.79,53,3.59,3.41,2,3.6,49,54.9,0
49587.52,37,2.25,2.48,4,4.8,3,44.7,1
27168.27,20,3.58,3.41,8,5.8,7,24.5,0
80857.19,41,3.96,3.37,1,3.0,41,29.3,0
26211.85,27,1.34,2.92,3,1.1,27,20.3,1
60559.58,104,4.46,3.87,5,12.0,13,18.6,1
26078.73,51,3.76,2.02,3,6.7,28,11.9,0
52674.19,50,3.96,3.16,3,4.1,27,25.7,0
115537.6,61,2.38,3.72,4,3.0,24,26.3,0
69165.62,6,3.83,4.97,2,3.5,6,36.6,0
42387.24,30,3.92,2.54,3,8.7,30,44.4,0
59131.47,59,2.68,3.56,7,0.1,18,36.6,0
60307.2,22,3.82,3.88,5,10.0,5,23.1,0
72334.19,10,3.09,3.54,5,0.2,10,58.9,0
34657.06,34,2.71,2.64,5,4.8,22,5.0,1
75888.99,17,3.04,3.16,8,2.0,4,22.6,0
20297.3,19,3.33,1.79,8,5.7,5,51.9,0
46539.01,28,2.96,3.5,4,0.4,25,21.5,0
49251.27,13,2.57,2.51,11,4.1,13,24.0,0
77136.41,27,3.51,3.82,3,9.7,14,11.0,0
60418.6,37,3.65,3.04,7,3.4,22,62.5,0
34124.63,91,3.32,2.98,7,0.4,19,29.8,0
40376.48,23,1.91,3.62,5,0.2,10,33.4,1
64826.65,29,2.73,3.68,3,4.9,5,34.0,0
58010.14,45,2.52,4.11,9,0.4,20,26.5,0
47493.61,25,4.58,3.32,6,0.4,6,45.7,0
49398.06,21,3.29,3.43,5,2.8,20,42.5,1
79099.92,59,2.98,2.53,5,1.2,22,34.4,1
48675.1,74,2.75,4.51,8,1.1,12,16.8,1
57801.12,25,3.1,2.85,3,3.3,9,15.2,1
142625.08,21,3.8,4.01,6,1.6,21,40.6,0
33878.2,19,1.74,4.01,5,1.2,15,14.3,0
28545.74,46,3.38,3.78,5,3.6,46,33.4,0
81914.87,64,2.8,3.33,6,1.7,20,28.3,0
45640.14,40,3.54,3.25,7,0.4,40,35.1,0
52717.62,47,3.84,3.46,5,5.7,10,19.8,0
43806.5,57,2.64,2.17,4,4.4,8,63.8,1
53964.41,75,2.1,3.48,4,1.2,21,86.6,1
113483.79,41,2.96,4.54,5,4.4,21,14.8,0
82524.57,24,4.23,3.34,0,15.6,24,12.8,0
84532.34,49,3.87,3.48,7,15.7,14,12.1,0
33979.38,60,2.9,2.78,5,3.8,16,14.1,1
37780.13,27,2.69,3.63,3,0.5,12,13.1,1
19232.73,6,2.75,2.96,0,3.1,6,63.8,0
43314.71,24,2.16,4.09,12,0.1,8,25.4,0
87788.1,13,3.83,4.3,6,2.7,13,11.2,0
73627.85,4,3.97,4.45,1,12.0,4,17.2,0
54797.22,25,2.89,2.49,5,3.2,23,48.6,1
59342.43,30,2.8,4.01,3,4.0,6,28.7,0
45453.53,42,2.64,3.95,4,0.9,20,34.8,0
64984.47,47,2.84,3.21,5,0.1,30,34.0,0
81336.59,26,2.61,4.33,4,25.1,24,8.6,0
31371.19,44,3.08,3.79,4,2.1,3,19.4,0
67498.39,42,3.83,4.46,7,1.6,15,24.4,0
86940.04,42,3.75,2.61,6,4.2,13,14.6,0
50714.13,19,2.53,3.0,7,6.8,6,64.3,1
79243.47,49,3.32,3.57,5,1.4,4,24.2,0
184584.34,36,3.72,4.32,4,3.7,22,16.1,0
57426.6,31,2.45,3.82,5,2.0,20,90.8,0
70075.1,20,3.31,2.84,3,3.3,12,26.1,0
44568.26,25,4.17,4.74,7,0.9,20,13.3,0
64376.28,53,3.0,3.29,6,3.6,17,4.7,0
71977.49,44,1.59,2.86,3,0.2,2,43.1,1
64727.21,22,1.19,2.96,5,9.2,4,28.6,1
39819.89,35,3.45,2.57,7,4.9,23,59.1,0
65026.15,43,3.29,1.93,5,14.2,11,32.8,0
107460.47,23,3.35,3.42,7,4.6,23,94.2,0
71643.26,49,3.59,2.41,5,1.0,20,39.1,0
87973.85,9,2.02,3.72,4,3.3,5,37.8,1
54458.55,48,2.55,4.19,2,5.5,6,9.5,1
80818.41,47,3.54,3.76,4,2.3,5,20.7,1
66950.39,38,3.79,3.53,6,4.0,35,92.3,1
40930.7,28,2.99,2.42,5,0.9,28,71.1,1
68009.89,18,2.05,4.09,6,7.5,8,51.2,1
40268.36,33,3.47,4.86,5,12.0,33,36.3,0
46483.28,41,3.24,4.49,4,1.9,39,20.4,0
64584.6,49,2.35,2.57,2,7.9,49,50.0,0
67433.53,20,1.61,3.45,4,0.5,20,11.9,0
37209.04,25,3.66,3.3,5,1.4,25,10.6,0
91271.54,25,2.71,3.22,7,3.1,10,64.7,0
75267.41,11,3.35,3.52,5,2.4,11,15.5,0
45166.4,62,3.32,5.0,4,4.8,18,41.3,0
32369.31,65,2.28,3.58,6,4.1,16,44.8,1
56502.39,19,3.53,3.19,6,0.5,10,80.2,0
50092.3,81,2.51,3.71,3,0.7,5,32.8,0
62646.07,28,2.0,2.58,4,0.3,13,28.8,0
51779.69,49,1.9,3.0,6,15.2,9,20.1,0
26823.06,47,3.2,4.19,3,5.2,18,59.9,1
51259.76,4,4.48,3.63,6,9.7,4,20.0,0
52984.38,34,3.23,4.97,4,3.9,18,67.8,0
77146.73,18,4.63,3.69,5,1.1,15,35.1,0
45284.5,7,4.36,2.63,6,4.9,7,46.7,0
117180.4,36,3.61,2.39,1,3.5,24,9.0,0
27871.05,45,4.46,4.2,5,2.6,16,35.4,0
101160.84,22,4.37,2.77,6,2.3,14,112.6,0
54735.75,35,4.14,2.71,7,5.3,31,40.9,0
84443.16,64,1.69,3.14,3,4.8,10,16.5,0
61816.19,28,3.01,4.2,5,0.8,19,95.5,0
94449.65,13,2.65,3.24,2,8.5,13,15.3,1
51279.96,52,4.14,2.91,2,5.1,20,48.9,0
38582.41,26,2.95,4.35,7,3.8,2,20.1,0
105683.25,21,4.6,4.23,0,6.9,11,25.6,0
57217.08,27,3.28,4.67,3,0.8,1,40.5,0
65422.62,26,3.18,4.45,9,12.6,26,52.0,0
98115.51,9,2.9,4.24,7,1.6,2,32.9,0
39625.09,38,3.05,2.97,4,1.5,1,32.5,0
75977.79,38,3.41,3.96,6,8.4,23,41.6,0
47289.43,28,3.15,4.35,5,2.0,5,19.0,0
56790.95,36,2.83,4.8,5,8.9,12,33.2,1
61630.46,47,2.88,3.62,6,2.0,29,16.6,1
32856.71,38,4.66,3.16,5,4.0,14,64.2,0
43847.16,20,4.8,2.88,9,1.3,20,84.8,0
102788.54,18,2.82,4.19,6,6.6,18,29.8,0
85346.65,87,3.88,3.03,9,0.9,7,46.8,0
58392.58,38,2.54,3.58,3,11.5,38,31.9,1
65989.4,29,2.94,2.88,8,2.3,20,17.3,0
53226.04,44,2.33,3.39,4,3.2,22,40.4,0
103015.36,22,4.02,3.81,5,0.1,8,52.2,0
55263.0,52,3.59,3.69,5,18.6,9,21.6,0
65692.29,26,3.74,4.02,10,8.4,11,63.0,0
94694.58,8,3.91,2.54,2,3.0,8,18.6,0
43872.87,31,2.5,3.42,12,12.6,17,48.1,0
111693.71,16,2.94,3.17,4,13.4,3,46.3,0
32461.67,28,3.56,2.81,5,3.8,28,52.7,0
114904.53,26,2.92,2.98,8,1.3,8,13.2,0
51582.09,40,3.26,2.87,3,3.3,40,12.1,0
54334.82,72,2.56,3.74,7,2.0,54,24.6,0
28113.24,49,4.26,3.78,6,3.0,16,81.0,0
49915.26,38,3.95,4.11,5,12.1,19,5.9,0
39500.85,35,4.19,3.73,3,1.7,30,50.6,0
46954.84,39,3.73,3.61,9,9.1,19,57.6,0
56674.27,67,2.32,3.56,2,13.7,14,58.9,0
87826.33,43,2.82,3.97,5,8.2,15,19.1,0
65058.45,8,2.64,2.03,8,3.7,8,5.2,1
67715.52,17,2.99,3.46,11,4.2,4,89.0,0
38630.3,57,4.05,3.72,4,8.6,9,5.0,0
42095.59,38,2.02,4.75,5,0.2,23,16.2,0
122944.71,66,2.73,2.72,5,6.7,13,56.6,0
44619.2,47,2.88,2.7,4,3.8,6,37.7,0
116132.06,34,2.15,1.91,2,2.5,14,62.8,0
54326.94,34,3.36,2.53,5,7.3,34,33.4,0
59928.96,22,2.93,3.39,8,1.5,22,35.8,1
91871.49,28,4.09,2.99,5,11.3,28,23.0,1
99584.02,14,2.98,2.98,9,5.8,14,39.9,0
57278.18,19,3.57,3.52,2,4.7,19,25.4,0
51261.89,16,3.29,3.91,11,3.7,8,15.9,1
58549.73,31,1.21,3.51,4,1.2,11,18.3,1
68540.7,24,2.05,3.52,9,4.8,5,49.3,0
85521.36,10,3.51,3.78,1,6.5,10,34.7,0
59975.53,44,3.47,2.22,4,0.1,22,58.2,0
76692.14,25,3.15,3.59,4,2.3,17,15.4,0
115305.9,51,4.26,3.45,4,8.9,25,52.5,0
69739.62,42,3.61,3.5,7,5.0,2,18.8,0
67823.3,93,4.46,3.09,3,4.8,6,74.1,0
32612.0,32,1.23,3.36,6,1.3,23,29.9,0
20904.25,22,4.59,3.78,2,5.0,13,13.6,0
69937.01,19,2.71,4.63,10,7.7,12,22.9,0
57645.66,46,3.22,2.32,5,2.6,9,19.9,0
48731.79,49,4.15,3.9,2,1.0,28,67.1,1
66000.14,32,1.51,4.35,8,0.4,12,37.0,0
58444.83,37,3.0,2.61,7,3.5,4,53.1,0
94005.83,58,4.01,3.37,5,5.8,14,49.1,0
61972.4,47,2.71,3.69,6,0.9,29,85.6,0
44410.48,38,3.93,4.91,5,2.7,38,42.2,0
88971.07,14,3.74,5.0,2,4.2,14,29.1,0
54893.35,19,3.34,2.61,6,0.8,1,17.7,0
73910.83,26,3.68,3.29,7,1.6,25,17.6,0
49465.75,27,4.24,3.64,3,4.7,20,11.6,0
46169.25,20,3.68,3.89,8,6.5,15,13.4,1
61924.26,19,3.94,3.64,3,5.1,19,21.8,0
60182.17,27,2.49,2.84,7,6.3,18,17.4,0
72542.71,35,3.67,2.81,2,4.4,19,55.6,0
53773.8,43,3.59,2.42,4,9.0,8,15.0,0
28723.08,9,4.1,2.09,2,8.8,9,34.7,0
50356.88,24,2.27,2.41,5,8.0,24,99.5,0
82250.72,10,4.06,4.31,7,4.3,10,23.6,0
53159.37,32,2.5,4.0,4,25.7,32,47.7,0
54254.79,31,5.0,3.89,7,0.2,4,20.6,0
88836.3,30,2.49,3.34,6,1.1,11,26.6,0
45035.7,27,2.27,3.47,9,8.3,8,11.7,1
32301.82,24,2.97,3.31,9,8.8,24,30.1,0
56148.07,30,4.04,2.39,5,8.5,13,39.4,0
49332.11,43,3.48,3.95,5,10.3,3,20.6,0
40680.39,25,4.54,4.1,3,2.7,8,39.1,0
55817.83,15,2.96,2.69,1,13.4,6,14.1,0
72882.39,37,2.81,2.69,5,1.2,12,26.6,0
59652.1,49,2.61,3.75,10,13.8,5,38.7,1
67696.68,14,2.78,3.74,6,4.1,10,23.6,1
123668.9,13,2.08,4.01,7,0.9,4,56.4,0
52200.56,14,2.68,4.49,3,6.7,14,33.8,1
66925.78,30,2.23,2.76,6,1.8,30,27.2,0
48840.48,75,3.78,3.44,6,1.2,73,42.9,0
42678.74,68,4.38,2.8,4,0.9,21,60.1,0
47383.86,37,3.38,2.85,5,0.1,8,18.2,0
49439.08,14,2.66,3.2,6,7.2,14,40.1,1
69133.2,68,3.8,4.51,4,3.3,50,39.2,0
153220.04,70,3.17,4.27,6,19.3,15,42.5,0
44962.43,18,4.01,3.45,2,2.9,18,28.8,1
50683.21,32,2.44,1.99,5,9.3,1,66.7,0
58381.29,49,2.5,3.77,4,17.2,22,26.8,0
70144.98,63,3.78,3.76,6,0.1,4,31.4,0
66530.8,29,3.18,2.85,3,0.6,29,57.1,0
100071.31,51,3.94,4.08,8,2.1,32,17.0,0
22684.64,39,2.51,2.83,3,10.2,31,61.9,1
23045.55,38,3.55,4.08,5,9.1,6,76.7,1
49101.69,36,3.64,3.67,5,2.3,17,16.1,0
92866.67,77,1.97,2.48,3,1.1,6,2.8,1
32007.99,33,3.2,3.25,5,8.1,25,41.0,1
17978.77,42,1.59,3.6,9,4.5,10,50.2,1
75242.52,77,4.38,3.71,5,0.2,20,39.0,0
66003.49,44,2.15,4.22,4,8.2,20,67.8,0
38712.45,23,3.05,4.31,12,15.7,23,52.6,1
40367.66,31,3.2,3.33,2,0.2,15,43.7,0
40623.52,19,2.43,3.89,3,1.7,19,21.8,0
62580.82,31,4.68,4.63,4,8.6,17,22.2,0
46605.5,29,2.65,2.79,5,4.4,5,47.5,1
72957.0,25,2.98,3.07,6,22.7,24,135.4,1
19113.48,36,2.65,2.34,4,12.4,23,42.5,1
42500.0,11,2.64,3.06,5,1.0,4,12.8,1
38161.35,86,3.11,3.64,0,5.6,6,45.4,0
54039.13,30,3.76,2.02,3,5.3,9,44.2,1
48280.4,32,3.33,3.81,4,0.6,14,57.9,0
82383.26,67,2.59,3.17,5,0.5,8,26.1,0
28460.3,43,3.19,3.46,3,4.2,15,4.6,1
60973.62,25,2.11,2.68,6,2.6,11,29.0,1
74856.97,27,4.15,3.43,5,3.9,27,48.5,0
125826.46,57,2.8,4.68,4,1.4,24,26.3,0
49379.65,61,2.84,3.22,6,4.1,30,51.8,1
68171.61,23,1.64,1.95,0,2.4,6,52.1,0
29098.88,66,2.79,4.35,5,10.9,17,56.7,0
22999.26,11,4.55,3.88,3,1.8,11,19.9,0
83944.38,71,3.69,3.57,5,10.2,7,18.7,0
